IGS14     130000000W 52000000W 52 42000000N 78000000N 36   Mainland Canada      
 28  7    48.000000   270.500000   -2.21    0.75  -17.80    0.68    1.76    0.86
 28  8    49.000000   270.500000   -1.69    0.96  -18.01    0.80    3.59    1.08
 28  9    50.000000   270.500000   -1.81    1.28  -18.15    1.22    4.64    1.48
 28 10    51.000000   270.500000   -1.92    0.93  -18.30    0.88    6.43    1.09
 28 11    52.000000   270.500000   -1.99    0.98  -18.28    0.90    8.06    1.15
 28 12    53.000000   270.500000   -2.03    1.55  -18.43    1.48    8.84    1.79
 28 13    54.000000   270.500000   -1.96    1.89  -18.61    1.83    9.71    2.19
 28 14    55.000000   270.500000   -1.87    2.08  -18.77    2.03   10.47    2.42
 28 15    56.000000   270.500000   -1.80    2.23  -18.88    2.19   11.04    2.60
 28 16    57.000000   270.500000   -1.79    2.36  -18.94    2.33   11.42    2.75
 28 17    58.000000   270.500000   -1.84    2.45  -18.97    2.43   11.63    2.85
 28 18    59.000000   270.500000   -1.88    2.53  -18.99    2.52   11.75    2.95
 28 19    60.000000   270.500000   -1.89    2.66  -19.05    2.65   11.82    3.10
 28 20    61.000000   270.500000   -1.89    2.78  -19.14    2.78   11.84    3.25
 28 21    62.000000   270.500000   -1.89    2.84  -19.28    2.84   11.85    3.33
 28 22    63.000000   270.500000   -1.92    2.82  -19.46    2.81   11.86    3.30
 28 23    64.000000   270.500000   -2.00    2.74  -19.71    2.73   11.87    3.22
 28 24    65.000000   270.500000   -2.13    2.66  -20.01    2.65   11.85    3.14
 28 25    66.000000   270.500000   -2.30    2.61  -20.35    2.59   11.79    3.09
 28 26    67.000000   270.500000   -2.49    2.57  -20.73    2.53   11.64    3.06
 28 27    68.000000   270.500000   -2.69    2.51  -21.11    2.47   11.34    3.00
 28 28    69.000000   270.500000   -2.88    2.43  -21.46    2.39   10.85    2.92
 28 29    70.000000   270.500000   -3.05    2.34  -21.76    2.29   10.16    2.81
 28 30    71.000000   270.500000   -3.18    2.22  -21.98    2.18    9.27    2.66
 28 31    72.000000   270.500000   -3.28    2.05  -22.08    2.02    8.27    2.44
 28 32    73.000000   270.500000   -3.36    1.84  -22.03    1.82    7.22    2.18
 28 33    74.000000   270.500000   -3.42    1.65  -21.77    1.64    6.20    1.94
 28 34    75.000000   270.500000   -3.47    1.63  -21.29    1.62    5.26    1.91
 28 35    76.000000   270.500000   -3.52    1.85  -20.55    1.81    4.47    2.16
 28 36    77.000000   270.500000   -3.55    2.18  -19.55    2.07    3.90    2.55
 28 37    78.000000   270.500000   -3.56    2.49  -18.29    2.26    3.60    2.91
 29  1    42.000000   272.000000    0.53    0.45  -15.72    0.35   -1.66    0.56
 29  2    43.000000   272.000000    0.06    0.28  -14.81    0.23   -3.41    0.35
 29  3    44.000000   272.000000   -0.69    1.22  -15.73    1.22   -1.50    1.44
 29  4    45.000000   272.000000   -0.78    0.72  -16.73    0.68   -0.35    0.86
 29  5    46.000000   272.000000   -0.26    0.51  -17.43    0.48   -1.24    0.64
 29  6    47.000000   272.000000   -1.09    0.62  -16.20    0.59    0.69    0.75
 29  7    48.000000   272.000000   -2.02    1.07  -16.77    1.03    2.90    1.26
 29  8    49.000000   272.000000   -1.44    0.73  -18.31    0.66    4.61    0.88
 29  9    50.000000   272.000000   -1.24    1.37  -18.28    1.30    5.90    1.58
 29 10    51.000000   272.000000   -1.25    1.52  -18.30    1.45    7.44    1.77
 29 11    52.000000   272.000000   -1.27    1.67  -18.40    1.62    8.89    1.95
 29 12    53.000000   272.000000   -1.26    1.84  -18.56    1.79    9.91    2.15
 29 13    54.000000   272.000000   -1.20    1.88  -18.77    1.82   10.67    2.18
 29 14    55.000000   272.000000   -1.12    1.89  -18.95    1.81   11.29    2.19
 29 15    56.000000   272.000000   -1.07    2.10  -19.07    2.04   11.70    2.45
 29 16    57.000000   272.000000   -1.05    2.40  -19.14    2.36   11.91    2.80
 29 17    58.000000   272.000000   -1.08    2.63  -19.18    2.60   11.97    3.06
 29 18    59.000000   272.000000   -1.12    2.78  -19.22    2.76   11.96    3.25
 29 19    60.000000   272.000000   -1.16    2.91  -19.27    2.89   11.91    3.40
 29 20    61.000000   272.000000   -1.20    3.00  -19.35    2.99   11.86    3.51
 29 21    62.000000   272.000000   -1.26    3.04  -19.47    3.03   11.82    3.56
 29 22    63.000000   272.000000   -1.34    3.02  -19.64    3.00   11.82    3.54
 29 23    64.000000   272.000000   -1.47    2.94  -19.87    2.92   11.83    3.46
 29 24    65.000000   272.000000   -1.63    2.83  -20.16    2.81   11.85    3.35
 29 25    66.000000   272.000000   -1.82    2.70  -20.50    2.67   11.83    3.22
 29 26    67.000000   272.000000   -2.03    2.56  -20.86    2.51   11.72    3.07
 29 27    68.000000   272.000000   -2.23    2.40  -21.24    2.34   11.46    2.91
 29 28    69.000000   272.000000   -2.42    2.27  -21.60    2.20   10.98    2.77
 29 29    70.000000   272.000000   -2.59    2.18  -21.91    2.11   10.26    2.66
 29 30    71.000000   272.000000   -2.71    2.12  -22.15    2.07    9.31    2.57
 29 31    72.000000   272.000000   -2.81    2.05  -22.27    2.01    8.23    2.46
 29 32    73.000000   272.000000   -2.88    1.94  -22.24    1.92    7.10    2.31
 29 33    74.000000   272.000000   -2.94    1.85  -22.00    1.84    6.01    2.18
 29 34    75.000000   272.000000   -2.98    1.86  -21.53    1.85    5.02    2.18
 29 35    76.000000   272.000000   -3.03    2.03  -20.81    1.99    4.20    2.38
 29 36    77.000000   272.000000   -3.05    2.31  -19.81    2.20    3.62    2.70
 29 37    78.000000   272.000000   -3.07    2.58  -18.55    2.35    3.32    3.02
 30  1    42.000000   273.500000    0.28    0.76  -16.75    0.65   -3.30    0.94
 30  2    43.000000   273.500000    0.26    0.37  -16.16    0.31   -2.55    0.47
 30  3    44.000000   273.500000   -0.81    0.58  -15.90    0.53   -1.97    0.72
 30  4    45.000000   273.500000   -0.30    0.82  -16.18    0.79   -0.03    0.98
 30  5    46.000000   273.500000   -1.21    0.57  -16.20    0.56   -0.04    0.71
 30  6    47.000000   273.500000   -1.23    0.98  -17.13    0.94    1.52    1.18
 30  7    48.000000   273.500000   -1.20    1.28  -17.49    1.24    3.31    1.50
 30  8    49.000000   273.500000   -0.91    1.05  -18.02    0.98    5.05    1.23
 30  9    50.000000   273.500000   -0.65    0.97  -18.00    0.38    6.44    1.04
 30 10    51.000000   273.500000   -0.62    1.70  -18.24    1.58    8.15    1.96
 30 11    52.000000   273.500000   -0.58    1.97  -18.45    1.91    9.58    2.29
 30 12    53.000000   273.500000   -0.52    1.98  -18.67    1.93   10.67    2.31
 30 13    54.000000   273.500000   -0.44    1.71  -18.91    1.62   11.48    1.98
 30 14    55.000000   273.500000   -0.35    1.32  -19.13    1.16   12.03    1.52
 30 15    56.000000   273.500000   -0.30    1.82  -19.25    1.72   12.29    2.11
 30 16    57.000000   273.500000   -0.28    2.34  -19.32    2.28   12.34    2.72
 30 17    58.000000   273.500000   -0.31    2.68  -19.38    2.64   12.25    3.12
 30 18    59.000000   273.500000   -0.35    2.89  -19.42    2.86   12.08    3.37
 30 19    60.000000   273.500000   -0.41    3.03  -19.47    3.00   11.92    3.53
 30 20    61.000000   273.500000   -0.50    3.11  -19.54    3.09   11.78    3.64
 30 21    62.000000   273.500000   -0.61    3.14  -19.64    3.13   11.70    3.68
 30 22    63.000000   273.500000   -0.74    3.12  -19.79    3.10   11.67    3.66
 30 23    64.000000   273.500000   -0.92    3.04  -20.01    3.02   11.70    3.58
 30 24    65.000000   273.500000   -1.11    2.91  -20.28    2.88   11.76    3.45
 30 25    66.000000   273.500000   -1.33    2.72  -20.61    2.68   11.79    3.26
 30 26    67.000000   273.500000   -1.55    2.49  -20.97    2.43   11.74    3.02
 30 27    68.000000   273.500000   -1.76    2.23  -21.34    2.15   11.53    2.76
 30 28    69.000000   273.500000   -1.96    2.03  -21.71    1.93   11.08    2.54
 30 29    70.000000   273.500000   -2.12    1.96  -22.04    1.86   10.33    2.45
 30 30    71.000000   273.500000   -2.23    1.99  -22.30    1.91    9.32    2.45
 30 31    72.000000   273.500000   -2.32    2.03  -22.45    1.98    8.15    2.45
 30 32    73.000000   273.500000   -2.39    2.02  -22.43    2.00    6.94    2.41
 30 33    74.000000   273.500000   -2.44    1.99  -22.22    1.99    5.79    2.36
 30 34    75.000000   273.500000   -2.48    2.03  -21.78    2.02    4.76    2.38
 30 35    76.000000   273.500000   -2.53    2.17  -21.07    2.14    3.92    2.54
 30 36    77.000000   273.500000   -2.55    2.41  -20.08    2.30    3.33    2.81
 30 37    78.000000   273.500000   -2.56    2.65  -18.80    2.43    3.02    3.10
 31  1    42.000000   275.000000    0.94    0.42  -16.05    0.37   -1.46    0.52
 31  2    43.000000   275.000000    0.72    0.37  -15.81    0.31   -1.46    0.46
 31  3    44.000000   275.000000    0.59    0.42  -16.47    0.37   -1.26    0.52
 31  4    45.000000   275.000000    0.66    0.42  -16.75    0.37   -0.91    0.53
 31  5    46.000000   275.000000   -0.91    0.52  -16.17    0.48    0.67    0.63
 31  6    47.000000   275.000000   -1.07    0.85  -17.84    0.61    1.59    1.00
 31  7    48.000000   275.000000   -0.30    0.91  -17.61    0.37    3.83    0.97
 31  8    49.000000   275.000000   -0.25    1.29  -17.81    1.21    5.71    1.49
 31  9    50.000000   275.000000   -0.17    1.34  -17.99    1.26    7.34    1.55
 31 10    51.000000   275.000000   -0.05    1.73  -18.21    1.65    8.84    2.00
 31 11    52.000000   275.000000    0.07    2.04  -18.47    1.99   10.19    2.37
 31 12    53.000000   275.000000    0.19    2.03  -18.73    1.98   11.30    2.36
 31 13    54.000000   275.000000    0.31    1.65  -18.99    1.56   12.13    1.92
 31 14    55.000000   275.000000    0.41    0.83  -19.23    0.49   12.65    0.94
 31 15    56.000000   275.000000    0.47    1.70  -19.36    1.59   12.79    1.98
 31 16    57.000000   275.000000    0.50    2.28  -19.46    2.22   12.69    2.66
 31 17    58.000000   275.000000    0.48    2.64  -19.54    2.59   12.43    3.08
 31 18    59.000000   275.000000    0.43    2.86  -19.60    2.82   12.12    3.35
 31 19    60.000000   275.000000    0.34    3.01  -19.64    2.97   11.83    3.52
 31 20    61.000000   275.000000    0.22    3.10  -19.69    3.07   11.60    3.63
 31 21    62.000000   275.000000    0.06    3.14  -19.77    3.11   11.46    3.68
 31 22    63.000000   275.000000   -0.13    3.12  -19.91    3.10   11.42    3.67
 31 23    64.000000   275.000000   -0.35    3.05  -20.11    3.02   11.47    3.60
 31 24    65.000000   275.000000   -0.57    2.90  -20.37    2.87   11.55    3.45
 31 25    66.000000   275.000000   -0.81    2.68  -20.69    2.63   11.64    3.23
 31 26    67.000000   275.000000   -1.05    2.37  -21.05    2.30   11.66    2.91
 31 27    68.000000   275.000000   -1.28    2.01  -21.42    1.90   11.52    2.55
 31 28    69.000000   275.000000   -1.48    1.71  -21.80    1.56   11.12    2.24
 31 29    70.000000   275.000000   -1.63    1.67  -22.15    1.53   10.35    2.18
 31 30    71.000000   275.000000   -1.74    1.83  -22.43    1.74    9.27    2.31
 31 31    72.000000   275.000000   -1.82    1.99  -22.60    1.93    8.03    2.43
 31 32    73.000000   275.000000   -1.88    2.07  -22.62    2.04    6.75    2.48
 31 33    74.000000   275.000000   -1.93    2.09  -22.44    2.09    5.56    2.48
 31 34    75.000000   275.000000   -1.97    2.14  -22.01    2.14    4.49    2.52
 31 35    76.000000   275.000000   -2.02    2.26  -21.32    2.23    3.63    2.65
 31 36    77.000000   275.000000   -2.04    2.47  -20.33    2.37    3.03    2.89
 31 37    78.000000   275.000000   -2.05    2.70  -19.05    2.47    2.72    3.15
 32  1    42.000000   276.500000    1.85    0.33  -15.58    0.29   -1.52    0.41
 32  2    43.000000   276.500000    1.33    0.28  -16.30    0.23   -1.38    0.35
 32  3    44.000000   276.500000    0.51    0.39  -16.38    0.35   -1.40    0.49
 32  4    45.000000   276.500000    0.34    0.29  -17.03    0.26   -0.02    0.38
 32  5    46.000000   276.500000    1.94    0.81  -15.63    0.75    1.51    0.98
 32  6    47.000000   276.500000    1.07    1.24  -16.94    1.10    2.81    1.44
 32  7    48.000000   276.500000    0.51    1.33  -17.53    1.20    4.71    1.52
 32  8    49.000000   276.500000    0.31    1.06  -17.76    1.03    6.59    1.23
 32  9    50.000000   276.500000    0.30    0.59  -17.95    0.56    8.18    0.69
 32 10    51.000000   276.500000    0.51    1.61  -18.21    1.58    9.47    1.87
 32 11    52.000000   276.500000    0.70    1.93  -18.47    1.90   10.71    2.25
 32 12    53.000000   276.500000    0.86    2.00  -18.73    1.96   11.82    2.33
 32 13    54.000000   276.500000    1.01    1.82  -18.98    1.75   12.66    2.11
 32 14    55.000000   276.500000    1.14    1.64  -19.19    1.54   13.13    1.90
 32 15    56.000000   276.500000    1.22    1.89  -19.37    1.80   13.20    2.19
 32 16    57.000000   276.500000    1.27    2.26  -19.52    2.19   12.95    2.63
 32 17    58.000000   276.500000    1.27    2.53  -19.65    2.46   12.52    2.95
 32 18    59.000000   276.500000    1.21    2.71  -19.74    2.65   12.04    3.17
 32 19    60.000000   276.500000    1.10    2.86  -19.78    2.81   11.63    3.35
 32 20    61.000000   276.500000    0.93    2.97  -19.80    2.93   11.31    3.48
 32 21    62.000000   276.500000    0.73    3.03  -19.86    2.99   11.12    3.55
 32 22    63.000000   276.500000    0.50    3.03  -19.97    2.99   11.06    3.57
 32 23    64.000000   276.500000    0.24    2.98  -20.16    2.94   11.11    3.52
 32 24    65.000000   276.500000   -0.02    2.84  -20.41    2.80   11.24    3.39
 32 25    66.000000   276.500000   -0.28    2.61  -20.73    2.55   11.38    3.16
 32 26    67.000000   276.500000   -0.54    2.25  -21.09    2.17   11.46    2.80
 32 27    68.000000   276.500000   -0.77    1.78  -21.47    1.63   11.41    2.33
 32 28    69.000000   276.500000   -0.98    1.32  -21.85    1.09   11.09    1.90
 32 29    70.000000   276.500000   -1.13    1.34  -22.22    1.13   10.31    1.89
 32 30    71.000000   276.500000   -1.22    1.69  -22.54    1.57    9.15    2.18
 32 31    72.000000   276.500000   -1.29    1.96  -22.74    1.89    7.85    2.41
 32 32    73.000000   276.500000   -1.35    2.09  -22.79    2.07    6.54    2.52
 32 33    74.000000   276.500000   -1.40    2.15  -22.64    2.15    5.31    2.55
 32 34    75.000000   276.500000   -1.45    2.20  -22.24    2.20    4.23    2.59
 32 35    76.000000   276.500000   -1.49    2.31  -21.56    2.28    3.35    2.70
 32 36    77.000000   276.500000   -1.51    2.49  -20.59    2.39    2.75    2.91
 32 37    78.000000   276.500000   -1.52    2.70  -19.30    2.48    2.44    3.16
 33  1    42.000000   278.000000    1.09    1.18  -16.05    0.97    0.03    1.44
 33  2    43.000000   278.000000    2.26    0.37  -15.86    0.32   -0.79    0.46
 33  3    44.000000   278.000000    1.95    0.67  -15.72    0.58   -0.12    0.82
 33  4    45.000000   278.000000    1.34    1.22  -16.45    0.95    0.75    1.40
 33  5    46.000000   278.000000    1.61    1.24  -16.43    1.03    2.30    1.42
 33  6    47.000000   278.000000    1.55    1.32  -16.85    1.08    4.06    1.50
 33  7    48.000000   278.000000    1.09    1.21  -17.49    0.95    5.78    1.35
 33  8    49.000000   278.000000    0.85    1.13  -17.81    0.86    7.42    1.26
 33  9    50.000000   278.000000    0.92    1.33  -17.99    1.30    8.75    1.55
 33 10    51.000000   278.000000    1.12    1.36  -18.20    1.32    9.91    1.57
 33 11    52.000000   278.000000    1.32    1.61  -18.45    1.57   11.11    1.87
 33 12    53.000000   278.000000    1.50    1.85  -18.68    1.81   12.26    2.15
 33 13    54.000000   278.000000    1.67    1.87  -18.88    1.83   13.14    2.18
 33 14    55.000000   278.000000    1.82    1.88  -19.08    1.83   13.58    2.19
 33 15    56.000000   278.000000    1.94    2.00  -19.29    1.95   13.55    2.33
 33 16    57.000000   278.000000    2.02    2.16  -19.52    2.10   13.13    2.52
 33 17    58.000000   278.000000    2.04    2.28  -19.72    2.20   12.51    2.67
 33 18    59.000000   278.000000    1.98    2.42  -19.84    2.33   11.86    2.83
 33 19    60.000000   278.000000    1.85    2.59  -19.86    2.51   11.32    3.03
 33 20    61.000000   278.000000    1.65    2.73  -19.86    2.67   10.90    3.20
 33 21    62.000000   278.000000    1.40    2.81  -19.89    2.75   10.66    3.30
 33 22    63.000000   278.000000    1.13    2.84  -19.98    2.79   10.58    3.36
 33 23    64.000000   278.000000    0.83    2.83  -20.16    2.78   10.65    3.36
 33 24    65.000000   278.000000    0.54    2.74  -20.42    2.69   10.80    3.28
 33 25    66.000000   278.000000    0.26    2.53  -20.74    2.47   10.99    3.07
 33 26    67.000000   278.000000   -0.00    2.17  -21.10    2.08   11.13    2.71
 33 27    68.000000   278.000000   -0.24    1.64  -21.49    1.48   11.14    2.20
 33 28    69.000000   278.000000   -0.45    0.97  -21.89    0.59   10.93    1.62
 33 29    70.000000   278.000000   -0.59    1.11  -22.28    0.82   10.14    1.70
 33 30    71.000000   278.000000   -0.67    1.63  -22.62    1.49    8.94    2.12
 33 31    72.000000   278.000000   -0.74    1.95  -22.86    1.88    7.63    2.41
 33 32    73.000000   278.000000   -0.80    2.11  -22.94    2.09    6.31    2.54
 33 33    74.000000   278.000000   -0.86    2.17  -22.82    2.17    5.07    2.58
 33 34    75.000000   278.000000   -0.90    2.21  -22.45    2.21    3.98    2.60
 33 35    76.000000   278.000000   -0.94    2.29  -21.80    2.27    3.10    2.69
 33 36    77.000000   278.000000   -0.96    2.46  -20.84    2.36    2.50    2.88
 33 37    78.000000   278.000000   -0.97    2.66  -19.55    2.45    2.19    3.11
 34  1    42.000000   279.500000    2.25    1.83  -16.44    1.71   -0.25    2.15
 34  2    43.000000   279.500000    2.34    0.95  -16.36    0.57   -0.35    1.06
 34  3    44.000000   279.500000    2.10    0.96  -16.87    0.58    0.01    1.06
 34  4    45.000000   279.500000    1.65    0.74  -16.61    0.64    0.75    0.88
 34  5    46.000000   279.500000    1.70    1.01  -16.75    0.85    2.55    1.16
 34  6    47.000000   279.500000    1.75    1.24  -17.19    1.02    4.71    1.40
 34  7    48.000000   279.500000    1.55    1.24  -17.68    1.12    6.62    1.42
 34  8    49.000000   279.500000    1.42    1.25  -17.85    1.08    8.16    1.42
 34  9    50.000000   279.500000    1.56    1.40  -17.91    1.33    9.18    1.62
 34 10    51.000000   279.500000    1.76    0.68  -18.12    0.55   10.12    0.75
 34 11    52.000000   279.500000    1.87    1.19  -18.37    1.13   11.38    1.38
 34 12    53.000000   279.500000    2.05    1.53  -18.58    1.49   12.67    1.78
 34 13    54.000000   279.500000    2.28    1.57  -18.73    1.53   13.62    1.83
 34 14    55.000000   279.500000    2.45    1.71  -18.88    1.68   14.05    1.99
 34 15    56.000000   279.500000    2.60    1.84  -19.13    1.81   13.88    2.15
 34 16    57.000000   279.500000    2.73    1.90  -19.46    1.83   13.25    2.23
 34 17    58.000000   279.500000    2.79    1.87  -19.75    1.74   12.41    2.19
 34 18    59.000000   279.500000    2.74    1.96  -19.90    1.82   11.58    2.31
 34 19    60.000000   279.500000    2.58    2.21  -19.90    2.10   10.91    2.59
 34 20    61.000000   279.500000    2.34    2.39  -19.85    2.31   10.41    2.81
 34 21    62.000000   279.500000    2.06    2.49  -19.85    2.41   10.10    2.94
 34 22    63.000000   279.500000    1.75    2.56  -19.93    2.49   10.00    3.04
 34 23    64.000000   279.500000    1.42    2.63  -20.11    2.56   10.08    3.13
 34 24    65.000000   279.500000    1.11    2.62  -20.38    2.55   10.26    3.13
 34 25    66.000000   279.500000    0.83    2.47  -20.70    2.40   10.48    3.00
 34 26    67.000000   279.500000    0.57    2.16  -21.08    2.07   10.65    2.70
 34 27    68.000000   279.500000    0.34    1.70  -21.48    1.55   10.69    2.25
 34 28    69.000000   279.500000    0.14    1.21  -21.90    0.95   10.47    1.81
 34 29    70.000000   279.500000    0.00    1.28  -22.32    1.06    9.75    1.84
 34 30    71.000000   279.500000   -0.09    1.68  -22.69    1.56    8.63    2.18
 34 31    72.000000   279.500000   -0.16    1.98  -22.96    1.92    7.37    2.44
 34 32    73.000000   279.500000   -0.22    2.12  -23.08    2.10    6.08    2.55
 34 33    74.000000   279.500000   -0.28    2.16  -22.99    2.16    4.85    2.57
 34 34    75.000000   279.500000   -0.33    2.18  -22.66    2.18    3.76    2.57
 34 35    76.000000   279.500000   -0.38    2.23  -22.03    2.21    2.89    2.62
 34 36    77.000000   279.500000   -0.40    2.37  -21.07    2.29    2.29    2.78
 34 37    78.000000   279.500000   -0.41    2.57  -19.78    2.38    2.00    3.02
 35  1    42.000000   281.000000    3.52    0.66  -15.59    0.60   -0.83    0.83
 35  2    43.000000   281.000000    2.49    0.27  -15.84    0.22   -0.18    0.34
 35  3    44.000000   281.000000    2.42    0.79  -16.19    0.48    0.50    0.89
 35  4    45.000000   281.000000    2.30    1.03  -16.73    0.90    1.98    1.18
 35  5    46.000000   281.000000    2.29    0.84  -16.73    0.63    2.84    0.95
 35  6    47.000000   281.000000    2.22    0.90  -17.34    0.45    5.15    0.98
 35  7    48.000000   281.000000    2.05    0.43  -17.89    0.39    7.35    0.52
 35  8    49.000000   281.000000    1.98    0.86  -17.70    0.42    8.94    0.94
 35  9    50.000000   281.000000    2.28    1.32  -17.62    1.27    9.37    1.53
 35 10    51.000000   281.000000    2.32    1.25  -17.83    1.23   10.21    1.45
 35 11    52.000000   281.000000    2.23    1.27  -18.21    1.24   11.64    1.47
 35 12    53.000000   281.000000    2.46    1.10  -18.47    1.05   13.06    1.28
 35 13    54.000000   281.000000    2.83    0.77  -18.56    0.63   14.08    0.88
 35 14    55.000000   281.000000    3.00    1.20  -18.61    1.19   14.51    1.41
 35 15    56.000000   281.000000    3.20    1.43  -18.89    1.41   14.18    1.68
 35 16    57.000000   281.000000    3.40    1.57  -19.33    1.48   13.32    1.84
 35 17    58.000000   281.000000    3.51    1.31  -19.73    1.07   12.23    1.55
 35 18    59.000000   281.000000    3.46    1.39  -19.90    1.14   11.24    1.65
 35 19    60.000000   281.000000    3.27    1.82  -19.85    1.67   10.46    2.15
 35 20    61.000000   281.000000    3.01    2.00  -19.77    1.90    9.85    2.38
 35 21    62.000000   281.000000    2.69    2.06  -19.74    1.96    9.47    2.46
 35 22    63.000000   281.000000    2.35    2.20  -19.83    2.09    9.34    2.63
 35 23    64.000000   281.000000    2.00    2.38  -20.02    2.30    9.43    2.85
 35 24    65.000000   281.000000    1.68    2.48  -20.30    2.41    9.64    2.98
 35 25    66.000000   281.000000    1.40    2.43  -20.64    2.36    9.87    2.95
 35 26    67.000000   281.000000    1.15    2.22  -21.02    2.13   10.06    2.74
 35 27    68.000000   281.000000    0.94    1.89  -21.44    1.77   10.10    2.42
 35 28    69.000000   281.000000    0.77    1.60  -21.88    1.44    9.86    2.14
 35 29    70.000000   281.000000    0.63    1.61  -22.32    1.46    9.23    2.13
 35 30    71.000000   281.000000    0.53    1.84  -22.72    1.74    8.26    2.33
 35 31    72.000000   281.000000    0.45    2.04  -23.03    1.99    7.09    2.50
 35 32    73.000000   281.000000    0.38    2.13  -23.19    2.11    5.87    2.56
 35 33    74.000000   281.000000    0.31    2.13  -23.14    2.13    4.68    2.53
 35 34    75.000000   281.000000    0.26    2.10  -22.84    2.10    3.61    2.48
 35 35    76.000000   281.000000    0.20    2.12  -22.24    2.10    2.75    2.49
 35 36    77.000000   281.000000    0.18    2.24  -21.30    2.17    2.17    2.63
 35 37    78.000000   281.000000    0.18    2.44  -20.01    2.26    1.89    2.86
 36  1    42.000000   282.500000    3.55    0.70  -15.76    0.64   -0.33    0.87
 36  2    43.000000   282.500000    3.13    0.32  -15.70    0.28    0.31    0.40
 36  3    44.000000   282.500000    2.82    0.71  -16.18    0.42    0.61    0.80
 36  4    45.000000   282.500000    2.96    0.79  -16.89    0.47    3.00    0.86
 36  5    46.000000   282.500000    2.64    0.52  -16.21    0.38    3.78    0.60
 36  6    47.000000   282.500000    2.58    1.24  -16.87    1.21    6.08    1.45
 36  7    48.000000   282.500000    2.39    0.22  -17.17    0.21    8.89    0.28
 36  8    49.000000   282.500000    2.65    1.25  -17.28    1.23    9.33    1.46
 36  9    50.000000   282.500000    3.08    0.86  -17.17    0.84    9.25    1.00
 36 10    51.000000   282.500000    2.96    0.84  -17.46    0.81   10.11    0.97
 36 11    52.000000   282.500000    2.31    0.53  -18.13    0.43   12.01    0.59
 36 12    53.000000   282.500000    2.72    1.14  -18.32    1.10   13.41    1.32
 36 13    54.000000   282.500000    3.21    1.12  -18.35    1.08   14.38    1.30
 36 14    55.000000   282.500000    3.48    0.61  -18.32    0.61   14.83    0.74
 36 15    56.000000   282.500000    3.77    1.12  -18.66    1.10   14.34    1.32
 36 16    57.000000   282.500000    4.02    1.47  -19.15    1.39   13.30    1.73
 36 17    58.000000   282.500000    4.16    1.18  -19.60    0.93   12.05    1.40
 36 18    59.000000   282.500000    4.11    1.24  -19.77    0.96   10.93    1.47
 36 19    60.000000   282.500000    3.91    1.63  -19.71    1.48   10.02    1.93
 36 20    61.000000   282.500000    3.63    1.65  -19.62    1.52    9.28    1.98
 36 21    62.000000   282.500000    3.30    1.53  -19.57    1.36    8.79    1.87
 36 22    63.000000   282.500000    2.93    1.77  -19.67    1.61    8.64    2.14
 36 23    64.000000   282.500000    2.57    2.14  -19.89    2.03    8.75    2.56
 36 24    65.000000   282.500000    2.25    2.37  -20.18    2.29    8.97    2.83
 36 25    66.000000   282.500000    1.99    2.42  -20.53    2.35    9.20    2.91
 36 26    67.000000   282.500000    1.76    2.31  -20.93    2.24    9.39    2.82
 36 27    68.000000   282.500000    1.58    2.11  -21.37    2.01    9.43    2.62
 36 28    69.000000   282.500000    1.42    1.93  -21.83    1.82    9.22    2.45
 36 29    70.000000   282.500000    1.29    1.91  -22.30    1.81    8.69    2.41
 36 30    71.000000   282.500000    1.19    2.01  -22.73    1.94    7.86    2.50
 36 31    72.000000   282.500000    1.10    2.11  -23.07    2.07    6.83    2.57
 36 32    73.000000   282.500000    1.02    2.13  -23.27    2.12    5.71    2.56
 36 33    74.000000   282.500000    0.94    2.07  -23.26    2.07    4.59    2.46
 36 34    75.000000   282.500000    0.87    1.98  -23.01    1.99    3.55    2.34
 36 35    76.000000   282.500000    0.81    1.96  -22.44    1.95    2.71    2.30
 36 36    77.000000   282.500000    0.79    2.06  -21.51    2.00    2.15    2.42
 36 37    78.000000   282.500000    0.79    2.27  -20.22    2.11    1.89    2.66
 37  1    42.000000   284.000000    3.70    1.14  -15.83    0.93    0.15    1.37
 37  2    43.000000   284.000000    3.71    0.28  -16.06    0.26    0.89    0.35
 37  3    44.000000   284.000000    3.49    0.40  -15.87    0.33    1.28    0.48
 37  4    45.000000   284.000000    4.33    0.56  -16.60    0.45    2.03    0.66
 37  5    46.000000   284.000000    2.62    0.53  -15.69    0.45    4.51    0.63
 37  6    47.000000   284.000000    3.56    0.79  -17.03    0.50    6.09    0.90
 37  7    48.000000   284.000000    3.26    1.29  -17.00    1.23    8.05    1.50
 37  8    49.000000   284.000000    3.20    1.39  -17.10    1.36    9.23    1.62
 37  9    50.000000   284.000000    3.29    1.26  -17.18    1.25    9.94    1.47
 37 10    51.000000   284.000000    3.17    1.31  -17.46    1.30   10.91    1.53
 37 11    52.000000   284.000000    2.94    1.28  -17.90    1.25   12.32    1.49
 37 12    53.000000   284.000000    3.21    1.53  -18.11    1.51   13.60    1.78
 37 13    54.000000   284.000000    3.67    1.60  -18.17    1.58   14.45    1.86
 37 14    55.000000   284.000000    4.07    1.47  -18.26    1.46   14.69    1.72
 37 15    56.000000   284.000000    4.39    1.56  -18.54    1.54   14.21    1.83
 37 16    57.000000   284.000000    4.63    1.72  -18.95    1.67   13.17    2.02
 37 17    58.000000   284.000000    4.74    1.69  -19.31    1.58   11.91    1.98
